"File","Category","Lines","UseClient","UseStateCalls","EffectCalls","UntypedValueReferences","RawFormControls","DialogContentSites","ContextCreationLines","Imports","TestsExplicitlyNamingSource","Review"
"app/api/admin/feedback/delete/route.ts","API route","61","false","0","0","0","0","0","","next/server;@/lib/auth-utils;@/lib/redis;@/lib/logger","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/feedback/list/route.ts","API route","51","false","0","0","0","0","0","","next/server;@/lib/auth-utils;@/lib/redis;@/lib/logger","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/campaigns/preview/route.ts","API route","37","false","0","0","0","0","0","","next/server;zod;@/lib/auth-utils;@/lib/notifications/campaigns","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/campaigns/route.ts","API route","36","false","0","0","0","0","0","","next/server;@/lib/auth-utils;@/lib/notifications/storage","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/campaigns/send/route.ts","API route","38","false","0","0","0","0","0","","next/server;zod;@/lib/auth-utils;@/lib/notifications/campaigns","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/campaigns/[id]/route.ts","API route","36","false","0","0","0","0","0","","next/server;@/lib/auth-utils;@/lib/notifications/storage","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/eligible/route.ts","API route","305","false","0","0","3","0","0","","next/server;date-fns;@/lib/auth-utils;@/lib/redis;@/lib/env-config;@/lib/contracts;@/lib/notifications/constants;@/lib/notifications/plant-care;@/lib/notifications/storage;@/lib/notifications/utils","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/keys/route.ts","API route","265","false","0","0","7","0","0","","@/lib/auth-utils;@/lib/redis;next/server","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/reset/route.ts","API route","151","false","0","0","2","0","0","","next/server;@/lib/redis;@/lib/auth-utils;@/lib/env-config;@/lib/notifications/storage;@/lib/notifications/constants;@/lib/notifications/provider","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/route.ts","API route","109","false","0","0","1","0","0","","next/server;@/lib/redis;@/lib/auth-utils;@/lib/env-config;@/lib/notifications/storage","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/notifications/trigger/route.ts","API route","165","false","0","0","1","0","0","","next/server;@/lib/auth-utils;@/lib/env-config;@/lib/redis;@/lib/notifications/constants","","AST/source inventory only; see domain reports for review coverage"
"app/api/admin/rpc-status/route.ts","API route","85","false","0","0","0","0","0","","@/lib/auth-utils;@/lib/base-rpc;next/server","","AST/source inventory only; see domain reports for review coverage"
"app/api/airdrop/claim/route.ts","API route","500","false","0","0","4","0","0","","@/lib/base-rpc;@/lib/airdrop-claim-state;@/lib/airdrop-claim-reconciliation;@/lib/redis;@coinbase/cdp-sdk;next/server;viem","smoke/airdrop-claim-reconciliation-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/airdrop/manage/route.ts","API route","446","false","0","0","5","0","0","","next/server;@/lib/base-rpc;@/lib/redis;@/lib/auth-utils;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/airdrop/status/route.ts","API route","195","false","0","0","3","0","0","","next/server;@/lib/airdrop-claim-state;@/lib/airdrop-claim-reconciliation;@/lib/base-rpc;@/lib/redis;@/lib/request-rate-limit;@coinbase/cdp-sdk","smoke/airdrop-claim-reconciliation-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/blackjack/random/route.ts","API route","730","false","0","0","5","0","0","","@/lib/base-rpc;@/lib/casino-feature;@/lib/casino-policy;@/lib/chat-auth;@/lib/blackjack-randomness-lock.mjs;@/lib/contracts;@/lib/redis;@/public/abi/blackjack-abi;@/public/abi/pixotchi-v3-abi;next/server;viem;viem/accounts","smoke/casino-hardening-smoke.mjs","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-adapter/route.ts","API route","135","false","0","0","0","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-pixotchi/route.ts","API route","82","false","0","0","0","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-pool-types/route.ts","API route","180","false","0","0","1","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-pools/route.ts","API route","191","false","0","0","1","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-swap/route.ts","API route","199","false","0","0","0","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-twin/route.ts","API route","94","false","0","0","0","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/check-wsol-impl/route.ts","API route","91","false","0","0","1","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/debug-deep/route.ts","API route","223","false","0","0","9","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/diagnose/route.ts","API route","333","false","0","0","3","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem;@solana/web3.js","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/find-failure/route.ts","API route","153","false","0","0","2","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/find-message/route.ts","API route","145","false","0","0","0","0","0","","next/server;@/lib/bridge-debug-access;@solana/web3.js","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/retry-relay/route.ts","API route","325","false","0","0","3","0","0","","next/server;@/lib/bridge-debug-access;@/lib/base-rpc;viem;@solana/web3.js","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/simulate-mint/route.ts","API route","163","false","0","0","2","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/test-aero-swap/route.ts","API route","182","false","0","0","4","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/test-swap-steps/route.ts","API route","193","false","0","0","1","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/test-transfer/route.ts","API route","133","false","0","0","4","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/trace-mint/route.ts","API route","210","false","0","0","3","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/bridge/verify-wsol/route.ts","API route","118","false","0","0","0","0","0","","@/lib/base-rpc;@/lib/bridge-debug-access;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/broadcast/active/route.ts","API route","29","false","0","0","0","0","0","","next/server;@/lib/broadcast-service","","AST/source inventory only; see domain reports for review coverage"
"app/api/broadcast/dismiss/route.ts","API route","38","false","0","0","0","0","0","","next/server;@/lib/broadcast-service","","AST/source inventory only; see domain reports for review coverage"
"app/api/broadcast/impression/route.ts","API route","29","false","0","0","0","0","0","","next/server;@/lib/broadcast-service","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/admin/delete/route.ts","API route","67","false","0","0","0","0","0","","next/server;@/lib/chat-service;@/lib/auth-utils","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/admin/messages/route.ts","API route","38","false","0","0","0","0","0","","next/server;@/lib/chat-service;@/lib/auth-utils","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/ai/admin/conversations/route.ts","API route","120","false","0","0","0","0","0","","next/server;@/lib/auth-utils;@/lib/ai-service","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/ai/admin/messages/route.ts","API route","60","false","0","0","0","0","0","","next/server;@/lib/auth-utils;@/lib/ai-service","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/ai/messages/route.ts","API route","124","false","0","0","0","0","0","","next/server;@/lib/ai-service;@/lib/chat-auth;@/lib/request-rate-limit","smoke/miniapp-auth-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/ai/send/route.ts","API route","224","false","0","0","6","0","0","","next/server;@/lib/ai-service;@/lib/chat-auth;@/lib/request-rate-limit","smoke/miniapp-auth-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/auth/base/debug/route.ts","API route","118","false","0","0","8","0","0","","next/server;@/lib/auth-utils","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/auth/base/nonce/route.ts","API route","46","false","0","0","0","0","0","","next/server;@/lib/chat-auth;@/lib/request-rate-limit","","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/auth/session/route.ts","API route","270","false","0","0","7","0","0","","next/server;@/lib/chat-auth;@/lib/request-rate-limit","smoke/redis-session-cache-resilience-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/messages/route.ts","API route","95","false","0","0","0","0","0","","next/server;@/lib/chat-auth;@/lib/chat-service;@/lib/request-rate-limit","smoke/miniapp-auth-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/chat/send/route.ts","API route","166","false","0","0","0","0","0","","next/server;@/lib/chat-service;@/lib/chat-auth;@/lib/gamification-service;@/lib/request-rate-limit;@/lib/gamification-feature","smoke/miniapp-auth-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/ens/avatars/route.ts","API route","112","false","0","0","2","0","0","","next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/ens/resolve/route.ts","API route","43","false","0","0","1","0","0","","@/lib/ens-resolver;next/server;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/feedback/submit/route.ts","API route","136","false","0","0","4","0","0","","next/server;@/lib/request-rate-limit;@/lib/redis;@/lib/logger;nanoid;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/gamification/admin/reset/route.ts","API route","30","false","0","0","0","0","0","","@/lib/auth-utils;@/lib/gamification-service;next/server","","AST/source inventory only; see domain reports for review coverage"
"app/api/gamification/leaderboards/route.ts","API route","22","false","0","0","0","0","0","","next/server;@/lib/gamification-service;@/lib/auth-utils","","AST/source inventory only; see domain reports for review coverage"
"app/api/gamification/missions/route.ts","API route","377","false","0","0","1","0","0","","next/server;@/lib/chat-auth;@/lib/gamification-service;@/lib/utils;@/lib/gamification-types;@/lib/gamification-proof;@/lib/contracts;viem;@/lib/gamification-feature;@/lib/base-rpc;@/lib/request-rate-limit","smoke/miniapp-auth-hardening-smoke.ts;smoke/mission-proof-hardening-smoke.ts;smoke/mission-proof-security-review-smoke.ts;smoke/mission-summary-read-resilience-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/gamification/streak/route.ts","API route","75","false","0","0","0","0","0","","next/server;@/lib/chat-auth;@/lib/gamification-service;@/lib/utils;@/lib/gamification-feature","smoke/miniapp-auth-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/health/route.ts","API route","51","false","0","0","0","0","0","","next/server;@/lib/env-config","","AST/source inventory only; see domain reports for review coverage"
"app/api/leaderboard/players/route.ts","API route","20","false","0","0","0","0","0","","next/server;@/lib/player-ranking-service;@/lib/player-ranking","","AST/source inventory only; see domain reports for review coverage"
"app/api/leaderboard/rocks/route.ts","API route","49","false","0","0","0","0","0","","next/server;@/lib/gamification-service;@/lib/ens-resolver;@/lib/gamification-feature","","AST/source inventory only; see domain reports for review coverage"
"app/api/leaderboard/stake/route.ts","API route","57","false","0","0","0","0","0","","next/server;@/lib/stake-leaderboard-service","","AST/source inventory only; see domain reports for review coverage"
"app/api/notifications/cron/base-audience-sync/route.ts","API route","248","false","0","0","0","0","0","","next/server;zod;@/lib/auth-utils;@/lib/notifications/base-api;@/lib/notifications/constants;@/lib/notifications/storage;@/lib/env-config;@/lib/notifications/utils;@/lib/notifications/cron-auth","","AST/source inventory only; see domain reports for review coverage"
"app/api/notifications/cron/plant-care/route.ts","API route","641","false","0","0","9","0","0","","next/server;zod;date-fns;@/lib/redis;@/lib/env-config;@/lib/contracts;@/lib/notifications/storage;@/lib/notifications/constants;@/lib/notifications/plant-care;@/lib/notifications/base-api;@/lib/notifications/utils;@/lib/auth-utils;@/lib/notifications/cron-auth","","AST/source inventory only; see domain reports for review coverage"
"app/api/notifications/map-fid/route.ts","API route","87","false","0","0","1","0","0","","next/server;@/lib/request-rate-limit;@/lib/redis;@/lib/env-config;@/lib/chat-auth;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/notifications/mint-success/route.ts","API route","118","false","0","0","6","0","0","","next/server;@/lib/notification-client;@/lib/env-config;@/lib/chat-auth;@/lib/request-rate-limit;@/lib/redis","","AST/source inventory only; see domain reports for review coverage"
"app/api/notify/route.ts","API route","195","false","0","0","15","0","0","","@/lib/notification-client;next/server;@/lib/redis;@/lib/types;@/lib/env-config","","AST/source inventory only; see domain reports for review coverage"
"app/api/og/mint/route.tsx","API route","286","false","0","0","0","0","0","","node:fs/promises;node:path;next/og;@/lib/constants","","AST/source inventory only; see domain reports for review coverage"
"app/api/rpc/route.ts","API route","649","false","0","0","0","0","0","","next/server;@/lib/base-rpc;@/lib/base-rpc-policy;@/lib/chat-auth;@/lib/env-config;@/lib/quest-reward-storage;@/lib/redis","smoke/production-fixes-smoke.ts;smoke/rpc-access-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/secret-garden/progress/route.ts","API route","104","false","0","0","0","0","0","","next/server;next/headers;@/lib/secret-garden;@/lib/theme-utils","","AST/source inventory only; see domain reports for review coverage"
"app/api/secret-garden/validate/route.ts","API route","49","false","0","0","0","0","0","","next/server;next/headers;@/lib/secret-garden","","AST/source inventory only; see domain reports for review coverage"
"app/api/seed-volume/route.ts","API route","20","false","0","0","0","0","0","","@/lib/seed-market;next/server","","AST/source inventory only; see domain reports for review coverage"
"app/api/share/create/route.ts","API route","111","false","0","0","3","0","0","","next/server;@/lib/request-rate-limit;@/lib/redis;@/lib/types;nanoid;viem","","AST/source inventory only; see domain reports for review coverage"
"app/api/spin/commit-state/route.ts","API route","120","false","0","0","4","0","0","","next/server;@/lib/base-rpc;@/lib/redis;viem","smoke/spin-pending-storage-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/staking/balance/route.ts","API route","43","false","0","0","0","0","0","","next/server;@/lib/contracts","","AST/source inventory only; see domain reports for review coverage"
"app/api/staking/info/route.ts","API route","56","false","0","0","0","0","0","","next/server;@/lib/contracts","","AST/source inventory only; see domain reports for review coverage"
"app/api/status/checks/route.ts","API route","42","false","0","0","0","0","0","","next/server;@/lib/status-checks;@/lib/notifications/cron-auth;@/lib/status-snapshot","smoke/status-cron-observability-smoke.ts;smoke/status-snapshot-safety-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/swap/build-step/route.ts","API route","119","false","0","0","0","0","0","","next/server;zod;viem;@/lib/swap/engine;@/lib/swap/constants;@/lib/swap/quote-token;@/lib/request-rate-limit;@/lib/swap/api-errors","","AST/source inventory only; see domain reports for review coverage"
"app/api/swap/quote/route.ts","API route","112","false","0","0","0","0","0","","next/server;zod;viem;@/lib/swap/engine;@/lib/swap/constants;@/lib/swap/quote-token;@/lib/request-rate-limit;@/lib/swap/api-errors","","AST/source inventory only; see domain reports for review coverage"
"app/api/verify/check/route.ts","API route","277","false","0","0","1","0","0","","next/server;@/lib/redis;@/lib/trait-validator;@/lib/verify-claim-records;@/lib/verify-claim-principal;@/lib/request-rate-limit","smoke/verify-claim-state-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/verify/claim/route.ts","API route","608","false","0","0","2","0","0","","@coinbase/cdp-sdk;next/server;viem;@/lib/base-rpc;@/lib/contracts;@/lib/verify-claim-config;@/lib/verify-claim-records","smoke/verify-claim-state-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/verify/status/route.ts","API route","149","false","0","0","1","0","0","","next/server;viem;@/lib/base-rpc;@/lib/contracts;@/lib/verify-claim-config;@/lib/verify-claim-records","smoke/verify-claim-state-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/api/version/route.ts","API route","25","false","0","0","0","0","0","","next/server;@/package.json;@/lib/env-config","","AST/source inventory only; see domain reports for review coverage"
"app/api/webhook/route.ts","API route","114","false","0","0","4","0","0","","next/server;@/lib/notification;crypto;@/lib/env-config;@farcaster/miniapp-node","smoke/framework-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/core-providers.tsx","app infrastructure","23","true","0","0","0","0","0","","react;@/components/theme-initializer;@/components/server-theme-provider;@/components/ui/app-toaster","","AST/source inventory only; see domain reports for review coverage"
"app/error.tsx","route/UI entry","83","true","0","1","0","0","0","","react;@/components/ui/button;@/components/ui/card;next/image;@vercel/analytics","","AST/source inventory only; see domain reports for review coverage"
"app/fonts.ts","app infrastructure","58","false","0","0","0","0","0","","next/font/local","","AST/source inventory only; see domain reports for review coverage"
"app/global-error.tsx","route/UI entry","94","true","0","1","0","0","0","","react;@/components/ui/button;@/components/ui/card;next/image;@vercel/analytics;./globals.css;./fonts","","AST/source inventory only; see domain reports for review coverage"
"app/globals.css","app infrastructure","1924","false","0","0","0","0","0","","tailwindcss","","AST/source inventory only; see domain reports for review coverage"
"app/join/route.ts","app infrastructure","7","false","0","0","0","0","0","","next/server;@/lib/pixotchi-links","","AST/source inventory only; see domain reports for review coverage"
"app/layout.tsx","route/UI entry","213","false","0","0","0","0","0","","next;./ock-compat.css;./globals.css;@vercel/analytics/next;./fonts;@/lib/theme-utils","smoke/framework-hardening-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/not-found.tsx","route/UI entry","41","false","0","0","0","0","0","","next/image;next/link;@/components/ui/button","","AST/source inventory only; see domain reports for review coverage"
"app/ock-compat.css","app infrastructure","26","false","0","0","0","0","0","","","","AST/source inventory only; see domain reports for review coverage"
"app/providers.tsx","app infrastructure","835","true","16","12","6","0","2","","react;wagmi/chains;@/lib/paymaster-context;@/lib/eth-mode-context;@/lib/smart-wallet-context;@tanstack/react-query;@privy-io/react-auth;wagmi;@privy-io/wagmi;@/lib/frame-context;@/lib/host-environment;next/dynamic;@/lib/balance-context;@/components/owner-resource-query-sync;@/components/theme-initializer;@/components/server-theme-provider;@/components/ui/error-boundary;@/components/secret-garden-listener;@/lib/snow-context;@/lib/ambient-audio-context;@/lib/session-storage-manager;@/components/solana/SolanaWalletProvider;@/lib/solana-constants;@/components/chat/chat-context;@/components/ui/app-toaster;@/components/ui/performance-mode;@/components/ui/scroll-fade-controller;@/components/tutorial/SlideshowProvider;@/components/staking/staking-provider;@/lib/app-events;@/components/ui/button;@/components/ui/dialog;@/lib/auth-surface;@/lib/confirmed-miniapp-session","smoke/miniapp-ready-smoke.ts;smoke/owner-resource-races-smoke.ts;smoke/production-fixes-smoke.ts;smoke/provider-bundle-structure-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/action-fixtures.tsx","QA fixture","60","true","6","0","0","1","1","","react;react-hot-toast;@/components/ui/app-toaster;@/components/land-resource-badges;@/components/first-care-guide;@/lib/first-care-progress;@/components/ui/button;@/components/ui/amount-field;@/components/ui/dialog","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/controller-data.ts","QA fixture","19","false","0","0","0","0","0","","@/lib/barracks-state;@/lib/swap/types","smoke/frontend-boundaries-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/controller-fixtures.tsx","QA fixture","95","true","9","0","0","0","0","","react;@tanstack/react-query;@/hooks/useSwapQuote;@/hooks/useBarracksSnapshot;@/hooks/useApiLeaderboards;@/components/ui/amount-field;@/components/ui/resource-state;@/components/ui/button;./controller-data","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/dense-surface-fixtures.tsx","QA fixture","51","true","2","0","0","0","0","","react;@/components/building-details/barracks-report;@/components/chat/chat-message-bubble;@/components/arcade/arcade-stat-line;@/components/ranking-columns;@/components/ranking-plant-summary;@/components/ui/resource-state;@/components/ui/button;@/lib/types","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/dialog-layout-fixtures.tsx","QA fixture","57","true","8","0","0","2","1","","react;@/components/ui/button;@/components/ui/dialog;@/components/ui/amount-field;@/components/ui/token-amount;@/components/transactions/roulette-bet-list;@/components/transactions/game-dialog-heading;@/components/ui/asset-multi-select;@/components/ui/approval-state;@/components/building-details/production-summary","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/frontend-fixtures.tsx","QA fixture","128","true","17","1","0","3","2","","react;@/components/ui/button;@/components/ui/amount-field;@/components/ui/card;@/components/ui/resource-state;@/components/ui/dialog;@/components/ui/dropdown-menu;@/components/plant-care-catalog;@/components/plant-care-layout;@/components/quantity-selector;@/components/building-details/quest-difficulty-selector;@/components/transactions/roulette-betting-table;@/components/transactions/marketplace-order-summary;@/components/chat/chat-composer;@/components/transactions/transaction-feedback-card;@/lib/transaction-feedback;@/lib/types;./action-fixtures;./quest-query-fixtures;./dialog-layout-fixtures;./dense-surface-fixtures;./ranking-query-fixtures;./controller-fixtures;./plant-attack-fixtures;./seed-purchase-quote-fixtures","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/page.tsx","QA fixture","11","false","0","0","0","0","0","","next/navigation;./frontend-fixtures","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/plant-attack-fixtures.tsx","QA fixture","35","true","3","0","0","1","0","","react;@/components/plant-attack-empty-state;@/hooks/useDeadlineClock;@/lib/plant-attack","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/quest-query-fixtures.tsx","QA fixture","51","true","5","0","0","0","0","","react;@tanstack/react-query;@/hooks/useLandQuestSlots;@/components/ui/button;@/lib/quest-slots","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/ranking-query-fixtures.tsx","QA fixture","46","true","3","0","0","0","0","","react;@tanstack/react-query;@/hooks/useLandLeaderboard;@/lib/land-ranking;@/components/ui/resource-state;@/components/ui/button;@/lib/spin-read-state","","AST/source inventory only; see domain reports for review coverage"
"app/qa/frontend/seed-purchase-quote-fixtures.tsx","QA fixture","47","true","4","0","0","0","0","","react;@tanstack/react-query;@/components/ui/button;@/hooks/useSeedPurchaseQuote;@/lib/swap/seed-purchase-quote","","AST/source inventory only; see domain reports for review coverage"
"app/share/m/[id]/error.tsx","route/UI entry","18","true","0","0","0","0","0","","@/components/ui/button","","AST/source inventory only; see domain reports for review coverage"
"app/share/m/[id]/loading.tsx","route/UI entry","14","false","0","0","0","0","0","","","","AST/source inventory only; see domain reports for review coverage"
"app/share/m/[id]/page.tsx","route/UI entry","174","false","0","0","0","0","0","","@/lib/redis;@/lib/types;@/components/ui/button;next;next/image;next/navigation;react","","AST/source inventory only; see domain reports for review coverage"
"app/sitemap.ts","app infrastructure","19","false","0","0","0","0","0","","next","","AST/source inventory only; see domain reports for review coverage"
"app/status/layout.tsx","route/UI entry","7","false","0","0","0","0","0","","react;../core-providers","","AST/source inventory only; see domain reports for review coverage"
"app/status/loading.tsx","route/UI entry","16","false","0","0","0","0","0","","","","AST/source inventory only; see domain reports for review coverage"
"app/status/page.tsx","route/UI entry","38","false","0","0","0","0","0","","next;@/lib/env-config;@/lib/status-checks;@/lib/status-snapshot;@/components/status/StatusPageClient","smoke/status-snapshot-safety-smoke.ts","AST/source inventory only; see domain reports for review coverage"
"components/activity/activity-filter-bar.tsx","component","80","true","0","0","0","0","0","","@/components/ui/toggle-group;@/lib/activity-filters;@/lib/utils","","AST/source inventory only; see domain reports for review coverage"
"components/activity/event-renderers.tsx","component","634","true","0","0","1","0","0","","@/hooks/useTokenMetadata;@/lib/activity-filters;@/lib/types;@/lib/constants;@/lib/types;@/lib/utils;date-fns;lucide-react;next/image;react","","AST/source inventory only; see domain reports for review coverage"
"components/activity/index.ts","component","3","false","0","0","0","0","0","","","","AST/source inventory only; see domain reports for review coverage"
