"File","Category","Lines","DialogContent call sites","Input/control sites","Local function declarations","Imports","Coverage meaning"
"app/api/admin/broadcast/route.ts","Server API","204","","0","GET:14; POST:44; PUT:116; DELETE:167","next/server; @/lib/auth-utils; @/lib/broadcast-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/builder-code/route.ts","Server API","66","","0","GET:14","next/server; ox/erc8021; @/lib/auth-utils; @/lib/env-config","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/claims/route.ts","Server API","215","","0","scanKeysRaw:13; GET:39; DELETE:116","next/server; @/lib/auth-utils; @/lib/redis","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/feedback/delete/route.ts","Server API","61","","0","POST:6","next/server; @/lib/auth-utils; @/lib/redis; @/lib/logger","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/feedback/list/route.ts","Server API","51","","0","GET:6","next/server; @/lib/auth-utils; @/lib/redis; @/lib/logger","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/campaigns/preview/route.ts","Server API","37","","0","POST:18","next/server; zod; @/lib/auth-utils; @/lib/notifications/campaigns","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/campaigns/route.ts","Server API","36","","0","GET:8","next/server; @/lib/auth-utils; @/lib/notifications/storage","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/campaigns/send/route.ts","Server API","38","","0","POST:20","next/server; zod; @/lib/auth-utils; @/lib/notifications/campaigns","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/campaigns/[id]/route.ts","Server API","36","","0","GET:12","next/server; @/lib/auth-utils; @/lib/notifications/storage","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/eligible/route.ts","Server API","305","","0","getThrottleState:22; fetchEnabledFids:30; resolveFidAddress:88; handleBaseEligible:114; handleNeynarEligible:193; GET:288","next/server; date-fns; @/lib/auth-utils; @/lib/redis; @/lib/env-config; @/lib/contracts; @/lib/notifications/constants; @/lib/notifications/plant-care; @/lib/notifications/storage; @/lib/notifications/utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/keys/route.ts","Server API","265","","0","rawScanKeys:9; getKeyInfo:59; GET:114; DELETE:185","@/lib/auth-utils; @/lib/redis; next/server","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/reset/route.ts","Server API","151","","0","scanAndDelete:26; clearProviderPlantCare:50; clearBaseCampaigns:70; DELETE:80","next/server; @/lib/redis; @/lib/auth-utils; @/lib/env-config; @/lib/notifications/storage; @/lib/notifications/constants; @/lib/notifications/provider","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/route.ts","Server API","109","","0","parseList:13; GET:23","next/server; @/lib/redis; @/lib/auth-utils; @/lib/env-config; @/lib/notifications/storage","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/notifications/trigger/route.ts","Server API","165","","0","POST:25; GET:162","next/server; @/lib/auth-utils; @/lib/env-config; @/lib/redis; @/lib/notifications/constants","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/admin/rpc-status/route.ts","Server API","85","","0","GET:5","@/lib/auth-utils; @/lib/base-rpc; next/server","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/airdrop/claim/route.ts","Server API","500","","0","getClient:43; getClaimedResponse:56; parseAllocationAmount:68; compareAndSetEligibility:79; persistExpectedEligibilityTransition:92; incrementClaimedCountOnce:111; getClaimMessage:126; POST:139; GET:484","@/lib/base-rpc; @/lib/airdrop-claim-state; @/lib/airdrop-claim-reconciliation; @/lib/redis; @coinbase/cdp-sdk; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/airdrop/manage/route.ts","Server API","446","","0","chunkArray:30; parseCsvRows:40; normalizeDecimalAmount:94; deleteRedisKeys:102; POST:122; GET:257; DELETE:411","next/server; @/lib/base-rpc; @/lib/redis; @/lib/auth-utils; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/airdrop/status/route.ts","Server API","195","","0","getCdpClient:25; getPixotchiAgentSmartAccount:30; persistReconciledRecord:43; reconcileOperation:56; GET:116","next/server; @/lib/airdrop-claim-state; @/lib/airdrop-claim-reconciliation; @/lib/base-rpc; @/lib/redis; @/lib/request-rate-limit; @coinbase/cdp-sdk","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/blackjack/random/route.ts","Server API","730","","0","isBlackjackActionName:61; getActionLockKey:65; isCachedRandomness:69; readActionLock:90; createActionLockIfAbsent:116; cleanupConsumedLock:149; isLockMismatch:159; deleteActionLock:177; actionNameFromNum:184; validateActionAgainstOnchainState:196; generateRandomSeed:321; checkRateLimit:330; getClientRateLimitKey:348; cleanupRateLimits:358; POST:367; GET:699","@/lib/base-rpc; @/lib/casino-feature; @/lib/casino-policy; @/lib/chat-auth; @/lib/blackjack-randomness-lock.mjs; @/lib/contracts; @/lib/redis; @/public/abi/blackjack-abi; @/public/abi/pixotchi-v3-abi; next/server; viem; viem/accounts","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-adapter/route.ts","Server API","135","","0","GET:32","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-pixotchi/route.ts","Server API","82","","0","GET:20","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-pool-types/route.ts","Server API","180","","0","GET:33","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-pools/route.ts","Server API","191","","0","GET:44","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-swap/route.ts","Server API","199","","0","GET:71","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-twin/route.ts","Server API","94","","0","GET:26","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/check-wsol-impl/route.ts","Server API","91","","0","GET:15","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/debug-deep/route.ts","Server API","223","","0","GET:20","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/diagnose/route.ts","Server API","333","","0","GET:46; decodeOutgoingMessage:189; decodeTransfer:214; decodeCall:237; buildEvmMessage:251; pubkeyToBytes32:274; buildIncomingPayload:280","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem; @solana/web3.js","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/find-failure/route.ts","Server API","153","","0","GET:18","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/find-message/route.ts","Server API","145","","0","GET:21","next/server; @/lib/bridge-debug-access; @solana/web3.js","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/retry-relay/route.ts","Server API","325","","0","GET:49; decodeOutgoingMessage:175; decodeTransfer:195; decodeCall:211; buildEvmMessage:224; pubkeyToBytes32:258; buildIncomingPayload:264","next/server; @/lib/bridge-debug-access; @/lib/base-rpc; viem; @solana/web3.js","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/simulate-mint/route.ts","Server API","163","","0","GET:35","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/test-aero-swap/route.ts","Server API","182","","0","GET:28","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/test-swap-steps/route.ts","Server API","193","","0","GET:62","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/test-transfer/route.ts","Server API","133","","0","GET:23","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/trace-mint/route.ts","Server API","210","","0","GET:55","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/bridge/verify-wsol/route.ts","Server API","118","","0","GET:35","@/lib/base-rpc; @/lib/bridge-debug-access; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/broadcast/active/route.ts","Server API","29","","0","GET:7","next/server; @/lib/broadcast-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/broadcast/dismiss/route.ts","Server API","38","","0","POST:7","next/server; @/lib/broadcast-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/broadcast/impression/route.ts","Server API","29","","0","POST:7","next/server; @/lib/broadcast-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/admin/delete/route.ts","Server API","67","","0","DELETE:5","next/server; @/lib/chat-service; @/lib/auth-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/admin/messages/route.ts","Server API","38","","0","GET:5","next/server; @/lib/chat-service; @/lib/auth-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/ai/admin/conversations/route.ts","Server API","120","","0","GET:5; DELETE:51","next/server; @/lib/auth-utils; @/lib/ai-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/ai/admin/messages/route.ts","Server API","60","","0","GET:5","next/server; @/lib/auth-utils; @/lib/ai-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/ai/messages/route.ts","Server API","124","","0","GET:22","next/server; @/lib/ai-service; @/lib/chat-auth; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/ai/send/route.ts","Server API","224","","0","parsePositiveInteger:25; noStoreJson:30; readJsonBodyWithLimit:42; getTextFromIncomingMessage:100; getLatestUserText:119; sanitizeOriginalMessages:130; POST:162","next/server; @/lib/ai-service; @/lib/chat-auth; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/auth/base/debug/route.ts","Server API","118","","0","getDiagnosticsGateResponse:19; sanitizeDiagnosticValue:38; sanitizeDiagnosticBody:66; POST:81","next/server; @/lib/auth-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/auth/base/nonce/route.ts","Server API","46","","0","GET:9","next/server; @/lib/chat-auth; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/auth/session/route.ts","Server API","270","","0","getStringField:27; getPrivyIdentityToken:32; getRequestedChatAuthAddress:45; GET:67; POST:143; DELETE:234","next/server; @/lib/chat-auth; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/messages/route.ts","Server API","95","","0","GET:15","next/server; @/lib/chat-auth; @/lib/chat-service; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/chat/send/route.ts","Server API","166","","0","POST:23","next/server; @/lib/chat-service; @/lib/chat-auth; @/lib/gamification-service; @/lib/request-rate-limit; @/lib/gamification-feature","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/ens/avatars/route.ts","Server API","112","","0","normalizeAvatarUrl:8; fetchAvatar:30; POST:56","next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/ens/resolve/route.ts","Server API","43","","0","POST:7","@/lib/ens-resolver; next/server; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/feedback/submit/route.ts","Server API","136","","0","cleanOptionalString:12; sanitizeFarcasterDetails:18; POST:31","next/server; @/lib/request-rate-limit; @/lib/redis; @/lib/logger; nanoid; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/gamification/admin/reset/route.ts","Server API","30","","0","POST:5","@/lib/auth-utils; @/lib/gamification-service; next/server","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/gamification/leaderboards/route.ts","Server API","22","","0","GET:5","next/server; @/lib/gamification-service; @/lib/auth-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/gamification/missions/route.ts","Server API","377","","0","isAllowedOrigin:56; isHexHash:63; isPlainRecord:67; parseCanonicalProof:71; isAllowedMonth:78; sleep:82; getTransactionReceiptWithRetry:86; hasAssetAccess:111; GET:142; POST:186","next/server; @/lib/chat-auth; @/lib/gamification-service; @/lib/utils; @/lib/gamification-types; @/lib/gamification-proof; @/lib/contracts; viem; @/lib/gamification-feature; @/lib/base-rpc; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/gamification/streak/route.ts","Server API","75","","0","GET:17; POST:41","next/server; @/lib/chat-auth; @/lib/gamification-service; @/lib/utils; @/lib/gamification-feature","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/health/route.ts","Server API","51","","0","getHealthStatus:12; GET:27; HEAD:43","next/server; @/lib/env-config","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/leaderboard/rocks/route.ts","Server API","49","","0","GET:9","next/server; @/lib/gamification-service; @/lib/ens-resolver; @/lib/gamification-feature","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/leaderboard/stake/route.ts","Server API","57","","0","GET:15","next/server; @/lib/stake-leaderboard-service","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/notifications/cron/base-audience-sync/route.ts","Server API","248","","0","parsePositiveInteger:37; getExecutionBudgetMs:46; maybeDeleteStagingSnapshot:75; handleRequest:82; GET:241; POST:245","next/server; zod; @/lib/auth-utils; @/lib/notifications/base-api; @/lib/notifications/constants; @/lib/notifications/storage; @/lib/env-config; @/lib/notifications/utils; @/lib/notifications/cron-auth","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/notifications/cron/plant-care/route.ts","Server API","641","","0","getThrottleState:71; markThrottle:79; clearThrottle:87; fetchAllEnabledFids:95; publishToFids:157; resolveFidAddress:186; processNeynarFid:212; handleNeynarPlantCare:266; processBaseDueOwner:384; applyBasePlantCareDeliveryOutcome:418; handleBasePlantCare:453; handleRequest:610; GET:634; POST:638","next/server; zod; date-fns; @/lib/redis; @/lib/env-config; @/lib/contracts; @/lib/notifications/storage; @/lib/notifications/constants; @/lib/notifications/plant-care; @/lib/notifications/base-api; @/lib/notifications/utils; @/lib/auth-utils; @/lib/notifications/cron-auth","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/notifications/map-fid/route.ts","Server API","87","","0","POST:16","next/server; @/lib/request-rate-limit; @/lib/redis; @/lib/env-config; @/lib/chat-auth; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/notifications/mint-success/route.ts","Server API","118","","0","sanitizeStrainName:17; logMintNotification:24; POST:37","next/server; @/lib/notification-client; @/lib/env-config; @/lib/chat-auth; @/lib/request-rate-limit; @/lib/redis","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/notify/route.ts","Server API","195","","0","incrementWithExpiry:11; checkRateLimit:20; validatePayload:41; POST:99","@/lib/notification-client; next/server; @/lib/redis; @/lib/types; @/lib/env-config","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/og/mint/route.tsx","Server API","286","","0","loadPublicAssetBinary:62; loadBundledDataUrl:79; formatAddress:98; GET:107","node:fs/promises; node:path; next/og; @/lib/constants","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/rpc/route.ts","Server API","649","","0","isAnonymousBaseRpcMethodAllowed:81; isAnonymousBaseRpcRequestAllowed:85; isLoopbackHostname:102; allowsDevelopmentWrites:106; isMethodAllowed:114; isProduction:175; getClientKey:179; isDevelopmentRateLimited:193; incrementRpcRateLimit:213; enforceRpcRateLimit:236; getBaseRpcRequestCost:277; getRequestCost:283; getRpcAccessTier:289; rpcError:302; notForwardedError:326; rpcResult:330; toBlockNumber:334; validateBaseRpcLogFilter:350; getClientForMethod:391; validateSingle:397; validateAnonymousTier:432; getSafeRpcError:450; safeRpcMessage:475; handleSingle:484; parseAllowedOrigins:499; hasAllowedOrigin:517; POST:537","next/server; @/lib/base-rpc; @/lib/base-rpc-policy; @/lib/chat-auth; @/lib/env-config; @/lib/quest-reward-storage; @/lib/redis","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/secret-garden/progress/route.ts","Server API","104","","0","POST:20","next/server; next/headers; @/lib/secret-garden; @/lib/theme-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/secret-garden/validate/route.ts","Server API","49","","0","POST:13","next/server; next/headers; @/lib/secret-garden","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/seed-volume/route.ts","Server API","20","","0","GET:8","@/lib/seed-market; next/server","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/share/create/route.ts","Server API","111","","0","cleanOptionalString:13; cleanRequiredString:20; cleanTxHash:27; POST:33","next/server; @/lib/request-rate-limit; @/lib/redis; @/lib/types; nanoid; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/spin/commit-state/route.ts","Server API","120","","0","buildKey:11; normalizeAddress:15; normalizePlantId:19; buildCommitStateMessage:27; parseStoredBlock:31; GET:36; POST:57","next/server; @/lib/base-rpc; @/lib/redis; viem","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/staking/balance/route.ts","Server API","43","","0","GET:4","next/server; @/lib/contracts","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/staking/info/route.ts","Server API","56","","0","GET:4","next/server; @/lib/contracts","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/status/checks/route.ts","Server API","42","","0","GET:8","next/server; @/lib/status-checks; @/lib/notifications/cron-auth; @/lib/status-snapshot","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/swap/build-step/route.ts","Server API","119","","0","reject:31; POST:35","next/server; zod; viem; @/lib/swap/engine; @/lib/swap/constants; @/lib/swap/quote-token; @/lib/request-rate-limit; @/lib/swap/api-errors","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/swap/quote/route.ts","Server API","112","","0","POST:35","next/server; zod; viem; @/lib/swap/engine; @/lib/swap/constants; @/lib/swap/quote-token; @/lib/request-rate-limit; @/lib/swap/api-errors","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/verify/check/route.ts","Server API","277","","0","POST:46","next/server; @/lib/redis; @/lib/trait-validator; @/lib/verify-claim-records; @/lib/verify-claim-principal; @/lib/request-rate-limit","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/verify/claim/route.ts","Server API","608","","0","getClient:41; errorMessage:103; operationHash:107; recoveryResponse:117; POST:133","@coinbase/cdp-sdk; next/server; viem; @/lib/base-rpc; @/lib/contracts; @/lib/verify-claim-config; @/lib/verify-claim-records","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/verify/status/route.ts","Server API","149","","0","GET:38","next/server; viem; @/lib/base-rpc; @/lib/contracts; @/lib/verify-claim-config; @/lib/verify-claim-records","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/version/route.ts","Server API","25","","0","GET:9","next/server; @/package.json; @/lib/env-config","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/api/webhook/route.ts","Server API","114","","0","verifyWebhookEvent:10; POST:72","next/server; @/lib/notification; crypto; @/lib/env-config; @farcaster/miniapp-node","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/core-providers.tsx","Route or app infrastructure","23","","0","CoreProviders:10","react; @/components/theme-initializer; @/components/server-theme-provider; @/components/ui/app-toaster","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/error.tsx","Route or app infrastructure","83","","0","Error:9","react; @/components/ui/button; @/components/ui/card; next/image; @vercel/analytics","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/fonts.ts","Route or app infrastructure","58","","0","","next/font/local","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/global-error.tsx","Route or app infrastructure","94","","0","GlobalError:14","react; @/components/ui/button; @/components/ui/card; next/image; @vercel/analytics; ./globals.css; ./fonts","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/globals.css","Route or app infrastructure","1902","","0","","tailwindcss","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/join/route.ts","Route or app infrastructure","7","","0","GET:4","next/server; @/lib/pixotchi-links","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/layout.tsx","Route or app infrastructure","213","","0","generateMetadata:21; RootLayout:157","next; ./ock-compat.css; ./globals.css; @vercel/analytics/next; ./fonts; @/lib/theme-utils","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/not-found.tsx","Route or app infrastructure","41","","0","NotFound:5","next/image; next/link; @/components/ui/button","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/ock-compat.css","Route or app infrastructure","26","","0","","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/providers.tsx","Route or app infrastructure","832","260; 346","0","isMobileWalletBrowser:95; toSolanaRpcSubscriptionsUrl:103; loadPrivySolanaBootstrap:129; loadWagmiConfig:170; resolveWagmiConfigKey:182; loadSlideshowDialog:197; loadTasksDialog:209; DeferredSlideshowModal:221; DeferredTasksInfoDialog:282; DeferredSnowEffect:368; createQueryClient:373; WagmiRouter:388; Providers:471; useMiniAppReadySignal:687; MiniAppReadySignal:731; ProvidersContent:736","react; wagmi/chains; @/lib/paymaster-context; @/lib/eth-mode-context; @/lib/smart-wallet-context; @tanstack/react-query; @privy-io/react-auth; wagmi; @privy-io/wagmi; @/lib/frame-context; @/lib/host-environment; next/dynamic; @/lib/balance-context; @/components/owner-resource-query-sync; @/components/theme-initializer; @/components/server-theme-provider; @/components/ui/error-boundary; @/components/secret-garden-listener; @/lib/snow-context; @/lib/ambient-audio-context; @/lib/session-storage-manager; @/components/solana/SolanaWalletProvider; @/lib/solana-constants; @/components/chat/chat-context; @/components/ui/app-toaster; @/components/ui/performance-mode; @/components/ui/scroll-fade-controller; @/components/tutorial/SlideshowProvider; @/lib/app-events; @/components/ui/button; @/components/ui/dialog; @/lib/auth-surface; @/lib/confirmed-miniapp-session","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/share/m/[id]/error.tsx","Route or app infrastructure","18","","0","MintShareError:5","@/components/ui/button","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/share/m/[id]/loading.tsx","Route or app infrastructure","14","","0","MintShareLoading:1","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/share/m/[id]/page.tsx","Route or app infrastructure","174","","0","throwShareUnavailable:27; getOgImageUrl:31; generateMetadata:43; ShortMintSharePage:126","@/lib/redis; @/lib/types; @/components/ui/button; next; next/image; next/navigation; react","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/sitemap.ts","Route or app infrastructure","19","","0","sitemap:4","next","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/status/layout.tsx","Route or app infrastructure","7","","0","StatusLayout:4","react; ../core-providers","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
"app/status/loading.tsx","Route or app infrastructure","16","","0","StatusLoading:1","","Source indexed. Runtime coverage is feature/state sampling; see report and dialog inventory."
